template,climate_zone_set,operation_type,intended_surface_type,standards_construction_type,building_category,construction,orientation,minimum_percent_of_surface,maximum_percent_of_surface,assembly_maximum_u_value,u_value_includes_interior_film_coefficient,u_value_includes_exterior_film_coefficient,assembly_maximum_f_factor,assembly_maximum_c_factor,assembly_maximum_solar_heat_gain_coefficient,assembly_minimum_vt_shgc,notes
90.1-2016,ClimateZone 1,,ExteriorWindow,Weighted LargeHotel 90.1-2016,Nonresidential,U 0.57 SHGC 0.25 Simple Glazing Window,,,,0.57,True,True,,,0.25,1.1,
90.1-2016,ClimateZone 1,,ExteriorWindow,Weighted LargeHotel 90.1-2016,Residential,U 0.57 SHGC 0.25 Simple Glazing Window,,,,0.57,True,True,,,0.25,1.1,
90.1-2016,ClimateZone 1,,ExteriorWindow,Weighted LargeOffice 90.1-2016,Nonresidential,U 0.57 SHGC 0.25 Simple Glazing Window,,,,0.57,True,True,,,0.25,1.1,
90.1-2016,ClimateZone 1,,ExteriorWindow,Weighted MediumOffice 90.1-2016,Nonresidential,U 0.57 SHGC 0.25 Simple Glazing Window,,,,0.57,True,True,,,0.25,1.1,
90.1-2016,ClimateZone 1,,ExteriorWindow,Weighted MidriseApartment 90.1-2016,Residential,U 0.57 SHGC 0.25 Simple Glazing Window,,,,0.57,True,True,,,0.25,1.1,
90.1-2016,ClimateZone 1,,ExteriorWindow,Weighted Outpatient 90.1-2016,Nonresidential,U 0.57 SHGC 0.25 Simple Glazing Window,,,,0.57,True,True,,,0.25,1.1,
90.1-2016,ClimateZone 1,,ExteriorWindow,Weighted PrimarySchool 90.1-2016,Nonresidential,U 0.57 SHGC 0.25 Simple Glazing Window,,,,0.57,True,True,,,0.25,1.1,
90.1-2016,ClimateZone 1,,ExteriorWindow,Weighted QuickServiceRestaurant 90.1-2016,Nonresidential,U 0.57 SHGC 0.25 Simple Glazing Window,,,,0.57,True,True,,,0.25,1.1,
90.1-2016,ClimateZone 1,,ExteriorWindow,Weighted Retail 90.1-2016,Nonresidential,U 0.57 SHGC 0.25 Simple Glazing Window,,,,0.57,True,True,,,0.25,1.1,
90.1-2016,ClimateZone 1,,ExteriorWindow,Weighted SecondarySchool 90.1-2016,Nonresidential,U 0.57 SHGC 0.25 Simple Glazing Window,,,,0.57,True,True,,,0.25,1.1,
90.1-2016,ClimateZone 1,,ExteriorWindow,Weighted SmallHotel 90.1-2016,Nonresidential,U 0.57 SHGC 0.25 Simple Glazing Window,,,,0.57,True,True,,,0.25,1.1,
90.1-2016,ClimateZone 1,,ExteriorWindow,Weighted SmallHotel 90.1-2016,Residential,U 0.57 SHGC 0.25 Simple Glazing Window,,,,0.57,True,True,,,0.25,1.1,
90.1-2016,ClimateZone 1,,ExteriorWindow,Weighted SmallOffice 90.1-2016,Nonresidential,U 0.57 SHGC 0.25 Simple Glazing Window,,,,0.57,True,True,,,0.25,1.1,
90.1-2016,ClimateZone 1,,ExteriorWindow,Weighted StripMall 90.1-2016,Nonresidential,U 0.57 SHGC 0.25 Simple Glazing Window,,,,0.57,True,True,,,0.25,1.1,
90.1-2016,ClimateZone 1,,ExteriorWindow,Weighted Warehouse 90.1-2016,Nonresidential,U 0.57 SHGC 0.25 Simple Glazing Window,,,,0.57,True,True,,,0.25,1.1,
90.1-2016,ClimateZone 1,,ExteriorWindow,Weighted Warehouse 90.1-2016,Semiheated,U 1.19 SHGC 0.45 Simple Glazing Window,,,,1.19,True,True,,,0.45,,
90.1-2016,ClimateZone 1,,GlassDoor,Metal framing (entrance door),Nonresidential,U 0.65 SHGC 0.25 Dbl Ref-C-H Clr 6mm/6mm Air,,,,0.65,True,True,,,0.25,1.1,
90.1-2016,ClimateZone 1,,GlassDoor,Metal framing (entrance door),Residential,U 0.65 SHGC 0.25 Dbl Ref-C-H Clr 6mm/6mm Air,,,,0.65,True,True,,,0.25,1.1,
90.1-2016,ClimateZone 1,,GlassDoor,Metal framing (entrance door),Semiheated,U 0.88 SHGC 0.16 Sgl Ref-A-L Clr 6mm,,,,1.2,True,True,,,0.25,,
90.1-2016,ClimateZone 1,,GlassDoor,Weighted FullServiceRestaurant 90.1-2016,Nonresidential,U 0.57 SHGC 0.25 Simple Glazing Window,,,,0.57,True,True,,,0.25,1.1,
90.1-2016,ClimateZone 1,,GlassDoor,Weighted HighriseApartment 90.1-2016,Residential,U 0.57 SHGC 0.25 Simple Glazing Window,,,,0.57,True,True,,,0.25,,
90.1-2016,ClimateZone 1,,GlassDoor,Weighted Hospital 90.1-2016,Nonresidential,U 0.57 SHGC 0.25 Simple Glazing Window,,,,0.57,True,True,,,0.25,1.1,
90.1-2016,ClimateZone 1,,GlassDoor,Weighted Hospital 90.1-2016,Residential,U 0.57 SHGC 0.25 Simple Glazing Window,,,,0.57,True,True,,,0.25,1.1,
90.1-2016,ClimateZone 1,,GlassDoor,Weighted LargeHotel 90.1-2016,Nonresidential,U 0.57 SHGC 0.25 Simple Glazing Window,,,,0.57,True,True,,,0.25,1.1,
90.1-2016,ClimateZone 1,,GlassDoor,Weighted LargeHotel 90.1-2016,Residential,U 0.57 SHGC 0.25 Simple Glazing Window,,,,0.57,True,True,,,0.25,1.1,
90.1-2016,ClimateZone 1,,GlassDoor,Weighted LargeOffice 90.1-2016,Nonresidential,U 0.57 SHGC 0.25 Simple Glazing Window,,,,0.57,True,True,,,0.25,1.1,
90.1-2016,ClimateZone 1,,GlassDoor,Weighted MediumOffice 90.1-2016,Nonresidential,U 0.57 SHGC 0.25 Simple Glazing Window,,,,0.57,True,True,,,0.25,1.1,
90.1-2016,ClimateZone 1,,GlassDoor,Weighted MidriseApartment 90.1-2016,Residential,U 0.57 SHGC 0.25 Simple Glazing Window,,,,0.57,True,True,,,0.25,1.1,
90.1-2016,ClimateZone 1,,GlassDoor,Weighted Outpatient 90.1-2016,Nonresidential,U 0.57 SHGC 0.25 Simple Glazing Window,,,,0.57,True,True,,,0.25,1.1,
90.1-2016,ClimateZone 1,,GlassDoor,Weighted PrimarySchool 90.1-2016,Nonresidential,U 0.57 SHGC 0.25 Simple Glazing Window,,,,0.57,True,True,,,0.25,1.1,
90.1-2016,ClimateZone 1,,GlassDoor,Weighted QuickServiceRestaurant 90.1-2016,Nonresidential,U 0.57 SHGC 0.25 Simple Glazing Window,,,,0.57,True,True,,,0.25,1.1,
90.1-2016,ClimateZone 1,,GlassDoor,Weighted Retail 90.1-2016,Nonresidential,U 0.57 SHGC 0.25 Simple Glazing Window,,,,0.57,True,True,,,0.25,1.1,
90.1-2016,ClimateZone 1,,GlassDoor,Weighted SecondarySchool 90.1-2016,Nonresidential,U 0.57 SHGC 0.25 Simple Glazing Window,,,,0.57,True,True,,,0.25,1.1,
90.1-2016,ClimateZone 1,,GlassDoor,Weighted SmallHotel 90.1-2016,Nonresidential,U 0.57 SHGC 0.25 Simple Glazing Window,,,,0.57,True,True,,,0.25,1.1,
90.1-2016,ClimateZone 1,,GlassDoor,Weighted SmallHotel 90.1-2016,Residential,U 0.57 SHGC 0.25 Simple Glazing Window,,,,0.57,True,True,,,0.25,1.1,
90.1-2016,ClimateZone 1,,GlassDoor,Weighted SmallOffice 90.1-2016,Nonresidential,U 0.57 SHGC 0.25 Simple Glazing Window,,,,0.57,True,True,,,0.25,1.1,
90.1-2016,ClimateZone 1,,GlassDoor,Weighted StripMall 90.1-2016,Nonresidential,U 0.57 SHGC 0.25 Simple Glazing Window,,,,0.57,True,True,,,0.25,1.1,
90.1-2016,ClimateZone 1,,GlassDoor,Weighted Warehouse 90.1-2016,Nonresidential,U 0.57 SHGC 0.25 Simple Glazing Window,,,,0.57,True,True,,,0.25,1.1,
90.1-2016,ClimateZone 1,,GlassDoor,Weighted Warehouse 90.1-2016,Semiheated,U 1.19 SHGC 0.45 Simple Glazing Window,,,,1.19,True,True,,,0.45,,
90.1-2016,ClimateZone 1,,GroundContactFloor,Heated,Nonresidential,Typical Insulated Carpeted 8in Slab Floor,,,,,True,True,1.02,,,,
90.1-2016,ClimateZone 1,,GroundContactFloor,Heated,Residential,Typical Insulated Carpeted 6in Slab Floor,,,,,True,True,1.02,,,,
90.1-2016,ClimateZone 1,,GroundContactFloor,Heated,Semiheated,Typical Insulated Carpeted 6in Slab Floor,,,,,True,True,1.02,,,,
90.1-2016,ClimateZone 1,,GroundContactFloor,Unheated,Adiabatic,Adiabatic GroundContactFloor,,,0.0,,,,,,,,
90.1-2016,ClimateZone 1,,GroundContactFloor,Unheated,Nonresidential,Typical Insulated Carpeted 8in Slab Floor,,,,,True,True,0.73,,,,
90.1-2016,ClimateZone 1,,GroundContactFloor,Unheated,Residential,Typical Insulated Carpeted 6in Slab Floor,,,,,True,True,0.73,,,,
90.1-2016,ClimateZone 1,,GroundContactFloor,Unheated,Semiheated,Typical Insulated Carpeted 6in Slab Floor,,,,,True,True,0.73,,,,
90.1-2016,ClimateZone 1,,GroundContactWall,Mass,Nonresidential,Typical Insulated Basement Mass Wall,,,,,True,True,,1.14,,,
90.1-2016,ClimateZone 1,,GroundContactWall,Mass,Residential,Typical Insulated Basement Mass Wall,,,,,True,True,,1.14,,,
90.1-2016,ClimateZone 1,,GroundContactWall,Mass,Semiheated,Typical Insulated Basement Mass Wall,,,,,True,True,,1.14,,,
90.1-2016,ClimateZone 1,,Skylight,Glass with Curb,Nonresidential,U 0.75 SHGC 0.35 Simple Glazing Skylight,,,,0.75,True,True,,,0.35,,
90.1-2016,ClimateZone 1,,Skylight,Glass with Curb,Residential,U 0.75 SHGC 0.35 Simple Glazing Skylight,,0.0,2.0,0.75,True,True,,,0.35,,
90.1-2016,ClimateZone 1,,Skylight,Glass with Curb,Semiheated,U 1.8 SHGC 0.55 Simple Glazing Skylight,,,,1.8,True,True,,,0.55,,
90.1-2016,ClimateZone 1,,Skylight,Plastic with Curb,Nonresidential,U 0.75 SHGC 0.35 Simple Glazing Skylight,,,,0.75,True,True,,,0.35,,
90.1-2016,ClimateZone 1,,Skylight,Plastic with Curb,Residential,U 0.75 SHGC 0.35 Simple Glazing Skylight,,0.0,2.0,0.75,True,True,,,0.35,,
90.1-2016,ClimateZone 1,,Skylight,Plastic with Curb,Semiheated,U 1.8 SHGC 0.55 Simple Glazing Skylight,,,,1.8,True,True,,,0.55,,
90.1-2016,ClimateZone 1,,Skylight,Weighted PrimarySchool 90.1-2016,Nonresidential,U 0.75 SHGC 0.35 Simple Glazing Window,,,,0.75,True,True,,,0.35,,
90.1-2016,ClimateZone 1,,Skylight,Weighted Retail 90.1-2016,Nonresidential,U 0.75 SHGC 0.35 Simple Glazing Window,,,,0.75,True,True,,,0.35,,
90.1-2016,ClimateZone 1,,Skylight,Weighted SecondarySchool 90.1-2016,Nonresidential,U 0.75 SHGC 0.35 Simple Glazing Window,,,,0.75,True,True,,,0.35,,
90.1-2016,ClimateZone 1,,Skylight,Weighted Warehouse 90.1-2016,Nonresidential,U 0.75 SHGC 0.35 Simple Glazing Window,,,,0.75,True,True,,,0.35,,
90.1-2016,ClimateZone 1,,Skylight,Weighted Warehouse 90.1-2016,Semiheated,U 1.8 SHGC 0.55 Simple Glazing Window,,,,1.8,True,True,,,0.55,0.55,
90.1-2016,ClimateZone 1,,Skylight,Without Curb,Nonresidential,U 0.75 SHGC 0.35 Simple Glazing Skylight,,,,0.75,True,True,,,0.35,,
90.1-2016,ClimateZone 1,,Skylight,Without Curb,Residential,U 0.75 SHGC 0.35 Simple Glazing Skylight,,0.0,2.0,0.75,True,True,,,0.35,,
90.1-2016,ClimateZone 1,,Skylight,Without Curb,Semiheated,U 1.8 SHGC 0.55 Simple Glazing Skylight,,,,1.8,True,True,,,0.55,,
90.1-2016,ClimateZone 2,,ExteriorDoor,NonSwinging,Nonresidential,Typical Overhead Door,,,,0.31,True,True,,,,,Exceptions 1. and 2. from Section 5.5.3.6 is not captured in this table
90.1-2016,ClimateZone 2,,ExteriorDoor,NonSwinging,Residential,Typical Overhead Door,,,,0.31,True,True,,,,,Exceptions 1. and 2. from Section 5.5.3.6 is not captured in this table
90.1-2016,ClimateZone 2,,ExteriorDoor,NonSwinging,Semiheated,Typical Overhead Door,,,,1.45,True,True,,,,,
90.1-2016,ClimateZone 2,,ExteriorDoor,Swinging,Nonresidential,Typical Insulated Metal Door,,,,0.37,True,True,,,,,Exceptions 1. and 2. from Section 5.5.3.6 is not captured in this table
90.1-2016,ClimateZone 2,,ExteriorDoor,Swinging,Residential,Typical Insulated Metal Door,,,,0.37,True,True,,,,,Exceptions 1. and 2. from Section 5.5.3.6 is not captured in this table
90.1-2016,ClimateZone 2,,ExteriorDoor,Swinging,Semiheated,Typical Insulated Metal Door,,,,0.7,True,True,,,,,
90.1-2016,ClimateZone 2,,ExteriorFloor,Mass,Adiabatic,Adiabatic ExteriorFloor,,,0.0,,,,,,,,
90.1-2016,ClimateZone 2,,ExteriorFloor,Mass,Nonresidential,Typical Insulated Exterior Mass Floor,,,,0.107,True,True,,,,,
90.1-2016,ClimateZone 2,,ExteriorFloor,Mass,Residential,Typical Insulated Exterior Mass Floor,,,,0.087,True,True,,,,,
90.1-2016,ClimateZone 2,,ExteriorFloor,Mass,Semiheated,Typical Insulated Exterior Mass Floor,,,,0.322,True,True,,,,,
90.1-2016,ClimateZone 2,,ExteriorFloor,SteelFramed,Nonresidential,Typical Insulated Steel Framed Exterior Floor,,,,0.038,True,True,,,,,
90.1-2016,ClimateZone 2,,ExteriorFloor,SteelFramed,Residential,Typical Insulated Steel Framed Exterior Floor,,,,0.038,True,True,,,,,
90.1-2016,ClimateZone 2,,ExteriorFloor,SteelFramed,Semiheated,Typical Insulated Steel Framed Exterior Floor,,,,0.069,True,True,,,,,
90.1-2016,ClimateZone 2,,ExteriorFloor,WoodFramed,Nonresidential,Typical Insulated Wood Framed Exterior Floor,,,,0.033,True,True,,,,,
90.1-2016,ClimateZone 2,,ExteriorFloor,WoodFramed,Residential,Typical Insulated Wood Framed Exterior Floor,,,,0.033,True,True,,,,,
90.1-2016,ClimateZone 2,,ExteriorFloor,WoodFramed,Semiheated,Typical Insulated Wood Framed Exterior Floor,,,,0.066,True,True,,,,,
90.1-2016,ClimateZone 2,,ExteriorRoof,Attic and Other,Adiabatic,Adiabatic Roof,,,0.0,,,,,,,,
90.1-2016,ClimateZone 2,,ExteriorRoof,Attic and Other,Nonresidential,Typical Wood Joist Attic Floor,,,,0.027,True,True,,,,,
90.1-2016,ClimateZone 2,,ExteriorRoof,Attic and Other,Residential,Typical Wood Joist Attic Floor,,,,0.027,True,True,,,,,
90.1-2016,ClimateZone 2,,ExteriorRoof,Attic and Other,Semiheated,Typical Wood Joist Attic Floor,,,,0.053,True,True,,,,,
90.1-2016,ClimateZone 2,,ExteriorRoof,IEAD,Nonresidential,Typical IEAD Roof - Highly Reflective,,,,0.039,True,True,,,,,
90.1-2016,ClimateZone 2,,ExteriorRoof,IEAD,Residential,Typical IEAD Roof - Highly Reflective,,,,0.039,True,True,,,,,
90.1-2016,ClimateZone 2,,ExteriorRoof,IEAD,Semiheated,Typical IEAD Roof,,,,0.173,True,True,,,,,
90.1-2016,ClimateZone 2,,ExteriorRoof,Metal Building,Nonresidential,Typical Insulated Metal Building Roof,,,,0.041,True,True,,,,,
90.1-2016,ClimateZone 2,,ExteriorRoof,Metal Building,Residential,Typical Insulated Metal Building Roof,,,,0.041,True,True,,,,,
90.1-2016,ClimateZone 2,,ExteriorRoof,Metal Building,Semiheated,Typical Insulated Metal Building Roof,,,,0.096,True,True,,,,,
90.1-2016,ClimateZone 2,,ExteriorWall,Mass,Adiabatic,Adiabatic Wall,,,0.0,,,,,,,,
90.1-2016,ClimateZone 2,,ExteriorWall,Mass,Nonresidential,Typical Insulated Exterior Mass Wall,,,,0.151,True,True,,,,,
90.1-2016,ClimateZone 2,,ExteriorWall,Mass,Residential,Typical Insulated Exterior Mass Wall,,,,0.123,True,True,,,,,
90.1-2016,ClimateZone 2,,ExteriorWall,Mass,Semiheated,Typical Insulated Exterior Mass Wall,,,,0.58,True,True,,,,,
90.1-2016,ClimateZone 2,,ExteriorWall,Metal Building,Nonresidential,Typical Insulated Metal Building Wall,,,,0.094,True,True,,,,,
90.1-2016,ClimateZone 2,,ExteriorWall,Metal Building,Residential,Typical Insulated Metal Building Wall,,,,0.094,True,True,,,,,
90.1-2016,ClimateZone 2,,ExteriorWall,Metal Building,Semiheated,Typical Insulated Metal Building Wall,,,,0.162,True,True,,,,,
90.1-2016,ClimateZone 2,,ExteriorWall,SteelFramed,Nonresidential,Typical Insulated Steel Framed Exterior Wall,,,,0.084,True,True,,,,,
90.1-2016,ClimateZone 2,,ExteriorWall,SteelFramed,Residential,Typical Insulated Steel Framed Exterior Wall,,,,0.064,True,True,,,,,
90.1-2016,ClimateZone 2,,ExteriorWall,SteelFramed,Semiheated,Typical Insulated Steel Framed Exterior Wall,,,,0.124,True,True,,,,,
90.1-2016,ClimateZone 2,,ExteriorWall,WoodFramed,Nonresidential,Typical Insulated Wood Framed Exterior Wall,,,,0.089,True,True,,,,,
90.1-2016,ClimateZone 2,,ExteriorWall,WoodFramed,Residential,Typical Insulated Wood Framed Exterior Wall,,,,0.089,True,True,,,,,
90.1-2016,ClimateZone 2,,ExteriorWall,WoodFramed,Semiheated,Typical Insulated Wood Framed Exterior Wall,,,,0.089,True,True,,,,,
90.1-2016,ClimateZone 2,,ExteriorWindow,Metal framing (all other),Nonresidential,U 0.83 SHGC 0.25 Simple Glazing Window,,,,0.83,True,True,,,0.25,1.1,
90.1-2016,ClimateZone 2,,ExteriorWindow,Metal framing (all other),Residential,U 0.77 SHGC 0.25 Simple Glazing Window,,,,0.77,True,True,,,0.25,1.1,
90.1-2016,ClimateZone 2,,ExteriorWindow,Metal framing (all other),Semiheated,U 0.83 SHGC 0.45 Simple Glazing Window,,,,0.83,True,True,,,,,
90.1-2016,ClimateZone 2,,ExteriorWindow,Metal framing (curtainwall/storefront),Nonresidential,U 0.54 SHGC 0.25 Simple Glazing Window,,,,0.54,True,True,,,0.25,1.1,
90.1-2016,ClimateZone 2,,ExteriorWindow,Metal framing (curtainwall/storefront),Residential,U 0.54 SHGC 0.25 Simple Glazing Window,,,,0.54,True,True,,,0.25,1.1,
90.1-2016,ClimateZone 2,,ExteriorWindow,Metal framing (curtainwall/storefront),Semiheated,U 1.2 SHGC 0.45 Simple Glazing Window,,,,1.2,True,True,,,,,
90.1-2016,ClimateZone 2,,ExteriorWindow,Nonmetal framing (all),Nonresidential,U 0.37 SHGC 0.25 Simple Glazing Window,,,,0.37,True,True,,,0.25,1.1,
90.1-2016,ClimateZone 2,,ExteriorWindow,Nonmetal framing (all),Residential,U 0.37 SHGC 0.25 Simple Glazing Window,,,,0.37,True,True,,,0.25,1.1,
90.1-2016,ClimateZone 2,,ExteriorWindow,Nonmetal framing (all),Semiheated,U 0.93 SHGC 0.45 Simple Glazing Window,,,,0.93,True,True,,,,,
90.1-2016,ClimateZone 2,,ExteriorWindow,Weighted FullServiceRestaurant 90.1-2016,Nonresidential,U 0.54 SHGC 0.25 Simple Glazing Window,,,,0.54,True,True,,,0.25,1.1,
90.1-2016,ClimateZone 2,,ExteriorWindow,Weighted HighriseApartment 90.1-2016,Residential,U 0.53 SHGC 0.25 Simple Glazing Window Weighted,,,,0.53,True,True,,,0.25,,
90.1-2016,ClimateZone 2,,ExteriorWindow,Weighted Hospital 90.1-2016,Nonresidential,U 0.54 SHGC 0.25 Simple Glazing Window,,,,0.54,True,True,,,0.25,1.1,
90.1-2016,ClimateZone 2,,ExteriorWindow,Weighted Hospital 90.1-2016,Residential,U 0.54 SHGC 0.25 Simple Glazing Window,,,,0.54,True,True,,,0.25,1.1,
90.1-2016,ClimateZone 2,,ExteriorWindow,Weighted LargeHotel 90.1-2016,Nonresidential,U 0.54 SHGC 0.25 Simple Glazing Window,,,,0.54,True,True,,,0.25,1.1,
90.1-2016,ClimateZone 2,,ExteriorWindow,Weighted LargeHotel 90.1-2016,Residential,U 0.54 SHGC 0.25 Simple Glazing Window,,,,0.54,True,True,,,0.25,1.1,
90.1-2016,ClimateZone 2,,ExteriorWindow,Weighted LargeOffice 90.1-2016,Nonresidential,U 0.54 SHGC 0.25 Simple Glazing Window,,,,0.54,True,True,,,0.25,1.1,
90.1-2016,ClimateZone 2,,ExteriorWindow,Weighted MediumOffice 90.1-2016,Nonresidential,U 0.54 SHGC 0.25 Simple Glazing Window,,,,0.54,True,True,,,0.25,1.1,
90.1-2016,ClimateZone 2,,ExteriorWindow,Weighted MidriseApartment 90.1-2016,Residential,U 0.53 SHGC 0.25 Simple Glazing Window Weighted,,,,0.53,True,True,,,0.25,1.1,
90.1-2016,ClimateZone 2,,ExteriorWindow,Weighted Outpatient 90.1-2016,Nonresidential,U 0.54 SHGC 0.25 Simple Glazing Window,,,,0.54,True,True,,,0.25,1.1,
90.1-2016,ClimateZone 2,,ExteriorWindow,Weighted PrimarySchool 90.1-2016,Nonresidential,U 0.53 SHGC 0.25 Simple Glazing Window Weighted,,,,0.53,True,True,,,0.25,1.1,
90.1-2016,ClimateZone 2,,ExteriorWindow,Weighted QuickServiceRestaurant 90.1-2016,Nonresidential,U 0.54 SHGC 0.25 Simple Glazing Window,,,,0.54,True,True,,,0.25,1.1,
90.1-2016,ClimateZone 2,,ExteriorWindow,Weighted Retail 90.1-2016,Nonresidential,U 0.54 SHGC 0.25 Simple Glazing Window,,,,0.54,True,True,,,0.25,1.1,
90.1-2016,ClimateZone 2,,ExteriorWindow,Weighted SecondarySchool 90.1-2016,Nonresidential,U 0.53 SHGC 0.25 Simple Glazing Window Weighted,,,,0.53,True,True,,,0.25,1.1,
90.1-2016,ClimateZone 2,,ExteriorWindow,Weighted SmallHotel 90.1-2016,Nonresidential,U 0.54 SHGC 0.25 Simple Glazing Window,,,,0.54,True,True,,,0.25,1.1,
90.1-2016,ClimateZone 2,,ExteriorWindow,Weighted SmallHotel 90.1-2016,Residential,U 0.54 SHGC 0.25 Simple Glazing Window,,,,0.54,True,True,,,0.25,1.1,
90.1-2016,ClimateZone 2,,ExteriorWindow,Weighted SmallOffice 90.1-2016,Nonresidential,U 0.54 SHGC 0.25 Simple Glazing Window,,,,0.54,True,True,,,0.25,1.1,
90.1-2016,ClimateZone 2,,ExteriorWindow,Weighted StripMall 90.1-2016,Nonresidential,U 0.54 SHGC 0.25 Simple Glazing Window,,,,0.54,True,True,,,0.25,1.1,
90.1-2016,ClimateZone 2,,ExteriorWindow,Weighted Warehouse 90.1-2016,Nonresidential,U 0.54 SHGC 0.25 Simple Glazing Window,,,,0.54,True,True,,,0.25,1.1,
90.1-2016,ClimateZone 2,,ExteriorWindow,Weighted Warehouse 90.1-2016,Semiheated,U 1.19 SHGC 0.45 Simple Glazing Window,,,,1.19,True,True,,,0.45,,
90.1-2016,ClimateZone 2,,GlassDoor,Metal framing (entrance door),Nonresidential,U 0.65 SHGC 0.25 Dbl Ref-C-H Clr 6mm/6mm Air,,,,0.65,True,True,,,0.25,1.1,
90.1-2016,ClimateZone 2,,GlassDoor,Metal framing (entrance door),Residential,U 0.65 SHGC 0.25 Dbl Ref-C-H Clr 6mm/6mm Air,,,,0.65,True,True,,,0.25,1.1,
90.1-2016,ClimateZone 2,,GlassDoor,Metal framing (entrance door),Semiheated,U 1.17 SHGC 0.39 Sgl Ref-B-H Clr 6mm,,,,1.2,True,True,,,,,
90.1-2016,ClimateZone 2,,GlassDoor,Weighted FullServiceRestaurant 90.1-2016,Nonresidential,U 0.54 SHGC 0.25 Simple Glazing Window,,,,0.54,True,True,,,0.25,1.1,
90.1-2016,ClimateZone 2,,GlassDoor,Weighted HighriseApartment 90.1-2016,Residential,U 0.53 SHGC 0.25 Simple Glazing Window Weighted,,,,0.53,True,True,,,0.25,,
90.1-2016,ClimateZone 2,,GlassDoor,Weighted Hospital 90.1-2016,Nonresidential,U 0.54 SHGC 0.25 Simple Glazing Window,,,,0.54,True,True,,,0.25,1.1,
90.1-2016,ClimateZone 2,,GlassDoor,Weighted Hospital 90.1-2016,Residential,U 0.54 SHGC 0.25 Simple Glazing Window,,,,0.54,True,True,,,0.25,1.1,
90.1-2016,ClimateZone 2,,GlassDoor,Weighted LargeHotel 90.1-2016,Nonresidential,U 0.54 SHGC 0.25 Simple Glazing Window,,,,0.54,True,True,,,0.25,1.1,
90.1-2016,ClimateZone 2,,GlassDoor,Weighted LargeHotel 90.1-2016,Residential,U 0.54 SHGC 0.25 Simple Glazing Window,,,,0.54,True,True,,,0.25,1.1,
90.1-2016,ClimateZone 2,,GlassDoor,Weighted LargeOffice 90.1-2016,Nonresidential,U 0.54 SHGC 0.25 Simple Glazing Window,,,,0.54,True,True,,,0.25,1.1,
90.1-2016,ClimateZone 2,,GlassDoor,Weighted MediumOffice 90.1-2016,Nonresidential,U 0.54 SHGC 0.25 Simple Glazing Window,,,,0.54,True,True,,,0.25,1.1,
90.1-2016,ClimateZone 2,,GlassDoor,Weighted MidriseApartment 90.1-2016,Residential,U 0.53 SHGC 0.25 Simple Glazing Window Weighted,,,,0.53,True,True,,,0.25,1.1,
